,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,410109.0,CB Films,France,Catherine Breillat,Romance,1412434.0,36 fillette,PG,06-01-1989,88.0,6.0,Delphine Zentout,938.0,Catherine Breillat,1988
1,8272908.0,Golan-Globus Productions,USA,Boaz Davidson,Romance,8892589.0,Salsa,PG,06-05-1988,98.0,4.9,Draco Rosa,900.0,Boaz Davidson,1988
2,100000.0,Hyperion Pictures,USA,Carroll Ballard,Family,781727.0,Nutcracker,G,26-11-1986,100.0,7.2,Hugh Bigney,578.0,Kent Stowell,1986
3,453456.0,DIC Entertainment,Canada,Bruno Bianchi,Family,2175833.0,Heathcliff: The Movie,G,17-01-1986,73.0,5.3,Mel Blanc,187.0,George Gately,1986
4,3569939.0,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,5000000.0,Las travesuras de una pelirojja,G,29-07-1988,100.0,5.9,Tami Erin,3474.0,Astrid Lindgren,1988
5,1368210.0,TMS Entertainment,Japan,Masami Hata,Family,35000000.0,Little Nemo: Adventures in Slumberland,G,21-08-1992,85.0,7.2,Gabriel Damon,5800.0,Chris Columbus,1989
6,11784000.0,Ben-Ami/Leeds Productions,USA,Charles T. Kanganis,Family,20000000.0,3 Ninjas Kick Back,PG,06-05-1994,93.0,4.4,Victor Wong,7189.0,Sang-ok Shin,1994
7,3900000.0,Gladden Entertainment,USA,Marshall Brickman,Sci-Fi,18000000.0,The Manhattan Project,PG-13,13-06-1986,117.0,6.1,John Lithgow,4666.0,Marshall Brickman,1986
8,1930001.0,Trans World Entertainment (TWE),USA,David Keith,Sci-Fi,3655565.0,The Curse,R,11-09-1987,92.0,4.9,Wil Wheaton,1762.0,David Chaskin,1987
9,192816.0,Lightyear Entertainment,USA,Jim Wynorski,Sci-Fi,4000000.0,The Return of Swamp Thing,PG-13,12-05-1989,84.0,4.5,Dick Durock,3054.0,Len Wein,1989
10,1500000.0,Palace Pictures,UK,Richard Stanley,Sci-Fi,5728953.0,Hardware,R,14-09-1990,94.0,5.9,Dylan McDermott,10546.0,Steve MacManus,1990
11,5781885.0,Triumph Films,Canada,Christian Duguay,Sci-Fi,20000000.0,Asesinos cibernéticos,R,26-01-1996,108.0,6.4,Peter Weller,21565.0,Philip K. Dick,1995
12,14048372.0,Live Entertainment,USA,David Twohy,Sci-Fi,25000000.0,The Arrival,PG-13,31-05-1996,115.0,6.3,Charlie Sheen,27641.0,David Twohy,1996
13,15071514.0,Warner Bros.,USA,Oliver Hirschbiegel,Sci-Fi,80000000.0,The Invasion,PG-13,17-08-2007,99.0,5.9,Nicole Kidman,67939.0,David Kajganich,2007
14,30000000.0,TriStar Pictures,South Africa,Neill Blomkamp,Sci-Fi,115646235.0,Sector 9,R,14-08-2009,112.0,8.0,Sharlto Copley,566581.0,Neill Blomkamp,2009
15,3000000.0,Paramount Pictures,USA,Tom McLoughlin,Horror,19472057.0,Jason Lives: Friday the 13th Part VI,R,01-08-1986,86.0,5.706400000000003,Thom Mathews,28310.0,Tom McLoughlin,1986
16,1261000.0,Empire Pictures,USA,Stuart Gordon,Horror,4500000.0,From Beyond,R,24-10-1986,86.0,6.7,Jeffrey Combs,16636.0,H.P. Lovecraft,1986
17,19000000.0,Freddie Fields Productions,USA,Brian Gibson,Horror,40996665.0,Poltergeist II: The Other Side,PG-13,23-05-1986,91.0,5.7,JoBeth Williams,20669.0,Mark Victor,1986
18,4884663.0,Cannon Pictures,USA,Tobe Hooper,Horror,12000000.0,Invaders from Mars,PG,06-06-1986,100.0,5.5,Karen Black,5878.0,Richard Blake,1986
19,10500000.0,Universal Pictures,USA,Anthony Perkins,Horror,14481606.0,Psicosis III,R,02-07-1986,93.0,5.3,Anthony Perkins,10022.0,Charles Edward Pogue,1986
20,5000000.0,Paramount Pictures,USA,Fred Walton,Horror,12947763.0,April Fool's Day,R,28-03-1986,89.0,6.2,Deborah Foreman,11458.0,Danilo Bach,1986
21,2000000.0,Paragon Arts International,UK,Kevin Tenney,Horror,7369373.0,Witchboard,R,13-03-1987,98.0,5.7,Todd Allen,4744.0,Kevin Tenney,1986
22,916172.0,Virgin Vision,UK,Ken Russell,Horror,10500000.0,Gothic,R,10-04-1987,87.0,5.7,Gabriel Byrne,5843.0,Lord Byron,1986
23,2278264.0,Cinema VII,USA,John McTiernan,Horror,10500000.0,Nomads,R,07-03-1986,91.0,5.5,Lesley-Anne Down,3006.0,John McTiernan,1986
24,1720450.0,Cannon Screen Entertainment,UK,Richard Franklin,Horror,10500000.0,Link,R,19-09-1986,100.0,5.9,Terence Stamp,2080.0,Lee David Zlotoff,1986
25,1000000.0,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027.0,Hellraiser,R,18-09-1987,94.0,7.0,Andrew Robinson,83209.0,Clive Barker,1987
26,17000000.0,Carolco International N.V.,UK,Alan Parker,Horror,17185632.0,Angel Heart,R,06-03-1987,113.0,7.3,Mickey Rourke,67453.0,William Hjortsberg,1987
27,3000000.0,Alive Films,USA,John Carpenter,Horror,14182492.0,Prince of Darkness,R,23-10-1987,102.0,6.7,Donald Pleasence,28064.0,John Carpenter,1987
28,2488740.0,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,56788888.0,The Stepfather,R,05-06-1987,89.0,6.8,Terry O'Quinn,9959.0,Carolyn Lefcourt,1987
29,2683519.0,Simcom Limited,Canada,Bruce Pittman,Horror,7893363.0,Prom Night II,R,13-11-1987,97.0,5.6,Lisa Schrage,3440.0,Ron Oliver,1987
30,1149470.0,Vista Organization,USA,Robert Collector,Horror,45678675.0,Nightflyers,R,07-04-1988,89.0,4.0,Catherine Mary Stewart,796.0,George R.R. Martin,1987
31,1090897.0,Kindred Limited Partnership,USA,Stephen Carpenter,Horror,2407024.0,The Kindred,R,29-05-1987,91.0,5.5,Rod Steiger,1211.0,Stephen Carpenter,1987
32,100000.0,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323.0,"Silent Night, Deadly Night 2",R,10-04-1987,88.0,3.5,Eric Freeman,4329.0,Michael Hickey,1987
33,13133.0,Titan Productions,USA,David DeCoteau,Horror,75000.0,Creepozoids,R,02-10-1987,72.0,3.5,Linnea Quigley,1447.0,Dave Eisenstark,1987
34,228789.0,Luna Films,Spain,Bigas Luna,Horror,8180971.0,Anguish,R,08-01-1988,86.0,6.7,Zelda Rubinstein,2611.0,Bigas Luna,1987
35,225132.0,Mrs. White's Productions,UK,Donald Cammell,Horror,1781112.0,White of the Eye,R,20-05-1988,100.0,6.4,David Keith,1342.0,China Kong,1987
36,9000000.0,United Artists,USA,Tom Holland,Horror,33244684.0,Child's Play,R,09-11-1988,87.0,6.6,Catherine Hicks,67682.0,Don Mancini,1988
37,8247943.0,TriStar Pictures,USA,Chuck Russell,Horror,19000000.0,The Blob,R,05-08-1988,95.0,6.4,Shawnee Smith,24931.0,Theodore Simonson,1988
38,3000000.0,Film Futures,UK,Tony Randel,Horror,11090735.0,Hellbound: Hellraiser II,R,23-12-1988,97.0,6.5,Doug Bradley,33241.0,Clive Barker,1988
39,5000000.0,Trancas International Films,USA,Dwight H. Little,Horror,17768757.0,Halloween 4: The Return of Michael Myers,R,21-10-1988,88.0,5.9,Donald Pleasence,32498.0,Dhani Lipsius,1988
40,13000000.0,New Line Cinema,USA,Renny Harlin,Horror,49369899.0,A Nightmare on Elm Street 4: The Dream Master,R,19-08-1988,93.0,5.7,Robert Englund,39701.0,Wes Craven,1988
41,2800000.0,Paramount Pictures,USA,John Carl Buechler,Horror,19170001.0,Friday the 13th Part VII: The New Blood,R,13-05-1988,88.0,5.3,Jennifer Banko,23959.0,Daryl Haney,1988
42,10500000.0,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488.0,Poltergeist III,PG-13,10-06-1988,98.0,4.6,Heather O'Rourke,14165.0,Gary Sherman,1988
43,40397.0,Aspen Film Society,USA,Paul Golding,Horror,6000000.0,Pulse,PG-13,04-03-1988,95.0,5.5,Cliff De Young,1781.0,Paul Golding,1988
44,4000000.0,No Frills Film Production,USA,Andrew Fleming,Horror,9797098.0,Bad Dreams,R,08-04-1988,84.0,5.6,Jennifer Rubin,2583.0,Andrew Fleming,1988
45,875287.0,Vestron Pictures,USA,Camilo Vila,Horror,6337299.0,The Unholy,R,22-04-1988,102.0,4.9,Ben Cross,1123.0,Philip Yordan,1988
46,136203.0,Smart Egg Pictures,UK,Armand Mastroianni,Horror,7000000.0,Cameron's Closet,R,13-01-1989,100.0,4.9,Cotter Smith,704.0,Gary Brandner,1988
47,11500000.0,Paramount Pictures,USA,Mary Lambert,Horror,57469179.0,Pet Sematary,R,21-04-1989,103.0,6.6,Dale Midkiff,70178.0,Stephen King,1989
48,3000000.0,Magnum Pictures Inc.,USA,Dominique Othenin-Girard,Horror,11642254.0,Halloween 5,R,13-10-1989,96.0,5.2,Donald Pleasence,25314.0,John Carpenter,1989
49,7825009.0,Kennedy Miller Productions,Australia,Phillip Noyce,Horror,8830980.0,Terror a bordo,R,07-04-1989,100.5,6.8,Nicole Kidman,31343.0,Terry Hayes,1989
50,9000000.0,Brooksfilms,USA,Chris Walas,Horror,20021322.0,The Fly II,R,10-02-1989,105.0,4.9,Eric Stoltz,18023.0,Mick Garris,1989
51,76325.0,High Bar Productions,USA,Jim Wheat,Horror,3000000.0,After Midnight,R,03-11-1989,90.0,5.6,Jillian McWhirter,1173.0,Ken Wheat,1989
52,1738897.0,Sean S. Cunningham Films,USA,James Isaac,Horror,3000000.0,The Horror Show,R,28-04-1989,95.0,4.9,Lance Henriksen,2627.0,Allyn Warner,1989
53,1500000.0,Incorporated Television Company (ITC),UK,Jeff Burr,Horror,1519796.0,Stepfather II,R,03-11-1989,93.0,5.6,Terry O'Quinn,2468.0,Carolyn Lefcourt,1989
54,858591.0,Concorde Pictures,USA,Thierry Notz,Horror,9859809.0,The Terror Within,R,20-01-1989,88.0,4.9,Andrew Stevens,958.0,Thomas McKelvey Cleaver,1989
55,102219.0,Allied Vision,UK,Gérard Kikoïne,Horror,9853534.0,Edge of Sanity,R,14-04-1989,85.0,5.3,Anthony Perkins,1070.0,J.P. Félix,1989
56,166635.0,Premiere Pictures Corporation,USA,Rupert Hitzig,Horror,8789203.0,Night Visitor,R,12-05-1989,93.0,4.5,Derek Rydall,383.0,Randal Viscovich,1989
57,13000000.0,Universal Pictures,USA,John Lafia,Horror,28501605.0,Child's Play 2,R,09-11-1990,84.0,5.8,Alex Vincent,34608.0,Don Mancini,1990
58,5765562.0,Nicolas Entertainment,USA,Jeff Burr,Horror,7528803.0,Leatherface: Texas Chainsaw Massacre III,R,12-01-1990,81.0,5.2,Kate Hodge,10775.0,Kim Henkel,1990
59,4200000.0,21st Century Film Corporation,USA,Tom Savini,Horror,5835247.0,Night of the Living Dead,R,19-10-1990,92.0,6.9,Tony Todd,33142.0,John A. Russo,1990
60,10500000.0,Paramount Pictures,USA,Ralph S. Singleton,Horror,11582891.0,Graveyard Shift,R,26-10-1990,89.0,4.8,David Andrews,7613.0,Stephen King,1990
61,349618.0,ADC Films,Italy,Dario Argento,Horror,9000000.0,Two Evil Eyes,R,25-10-1991,120.0,6.1,Adrienne Barbeau,4726.0,Dario Argento,1990
62,1627955.0,Concorde Pictures,USA,Adam Simon,Horror,2000000.0,Brain Dead,R,19-01-1990,85.0,6.1,Bill Pullman,2792.0,Charles Beaumont,1990
63,3331.0,Empire Pictures (II),USA,Stuart Gordon,Horror,2000000.0,The Pit and the Pendulum,R,27-06-1991,97.0,6.1,Lance Henriksen,3241.0,Edgar Allan Poe,1991
64,40000000.0,American Zoetrope,USA,Francis Ford Coppola,Horror,82522790.0,Bram Stoker's Dracula,R,13-11-1992,128.0,7.5,Gary Oldman,155460.0,Bram Stoker,1992
65,6000000.0,PolyGram Filmed Entertainment,USA,Bernard Rose,Horror,25792310.0,Candyman,R,16-10-1992,99.0,6.6,Virginia Madsen,54076.0,Clive Barker,1992
66,15000000.0,Columbia Pictures Corporation,USA,Mick Garris,Horror,16809076.0,Sleepwalkers,R,10-04-1992,91.0,5.2,Brian Krause,16241.0,Stephen King,1992
67,10000000.0,Allied Vision,UK,Brett Leonard,Horror,32101000.0,The Lawnmower Man,R,06-03-1992,108.0,5.4,Jeff Fahey,29522.0,Stephen King,1992
68,900000.0,Corn Cobb Productions,USA,David Price,Horror,6980986.0,Children of the Corn II: The Final Sacrifice,R,29-01-1993,92.0,4.2,Terence Knox,6311.0,Stephen King,1992
69,200000.0,Acme Films Ltd.,USA,Gary Jones,Horror,986314.0,Mosquito,R,21-11-1994,92.0,4.6,Gunnar Hansen,1715.0,Tom Chaney,1994
70,9417567.0,Universal Pictures,USA,John Carpenter,Horror,22000000.0,Village of the Damned,R,28-04-1995,99.0,5.6,Christopher Reeve,23569.0,John Wyndham,1995
71,9417567.0,Universal Pictures,USA,John Carpenter,Horror,22000000.0,Village of the Damned,R,28-04-1995,99.0,5.6,Christopher Reeve,23569.0,John Wyndham,1995
72,5000000.0,Halloween VI Productions,USA,Joe Chappelle,Horror,15116634.0,Halloween: The Curse of Michael Myers,R,29-09-1995,87.0,5.0,Donald Pleasence,22890.0,Debra Hill,1995
73,12000000.0,Seraphim Films,USA,Clive Barker,Horror,13293081.0,Lord of Illusions,R,25-08-1995,109.0,6.0,Scott Bakula,11887.0,Clive Barker,1995
74,14000000.0,Dimension Films,USA,Wes Craven,Horror,103046663.0,Scream,R,20-12-1996,111.0,7.2,Neve Campbell,238628.0,Kevin Williamson,1996
75,4000000.0,Dimension Films,USA,Kevin Yagher,Horror,16675000.0,Hellraiser: Bloodline,R,08-03-1996,85.0,5.1,Bruce Ramsay,15579.0,Peter Atkins,1996
76,27663982.0,New Line Cinema,USA,John Frankenheimer,Horror,40000000.0,The Island of Dr. Moreau,PG-13,23-08-1996,96.0,4.4,David Thewlis,27551.0,H.G. Wells,1996
77,26673242.0,Golar Productions,UK,Paul W.S. Anderson,Horror,60000000.0,Event Horizon,R,15-08-1997,96.0,6.7,Laurence Fishburne,130640.0,Philip Eisner,1997
78,24000000.0,Dimension Films,USA,Wes Craven,Horror,101363301.0,Scream 2,R,12-12-1997,120.0,6.1,Neve Campbell,133216.0,Kevin Williamson,1997
79,24000000.0,Dimension Films,USA,Wes Craven,Horror,101363301.0,Scream 2,R,12-12-1997,120.0,6.1,Neve Campbell,133216.0,Kevin Williamson,1997
80,24000000.0,Dimension Films,USA,Wes Craven,Horror,101363301.0,Scream 2,R,12-12-1997,120.0,6.1,Neve Campbell,133216.0,Kevin Williamson,1997
81,25480490.0,Dimension Films,USA,Guillermo del Toro,Horror,30000000.0,Mimic,R,22-08-1997,105.0,5.9,Mira Sorvino,39195.0,Donald A. Wollheim,1997
82,15000000.0,Dimension Films,USA,Robert Rodriguez,Horror,40064955.0,The Faculty,R,25-12-1998,104.0,6.4,Jordana Brewster,96886.0,David Wechter,1998
83,21456130.0,Universal Pictures,USA,Gus Van Sant,Horror,60000000.0,Psycho,R,04-12-1998,105.0,4.6,Vince Vaughn,39983.0,Robert Bloch,1998
84,17000000.0,Dimension Films,USA,Steve Miner,Horror,55041738.0,Halloween H20: 20 Years Later,R,05-08-1998,86.0,5.7,Jamie Lee Curtis,52529.0,Debra Hill,1998
85,15000000.0,Metro-Goldwyn-Mayer (MGM),Australia,David Nutter,Horror,17411331.0,Perturbados,R,24-07-1998,84.0,5.5,James Marsden,18255.0,Scott Rosenberg,1998
86,14000000.0,Phoenix Pictures,USA,Jamie Blanks,Horror,38072438.0,Urban Legend,R,25-09-1998,99.0,5.5,Jared Leto,50594.0,Silvio Horta,1998
87,17000000.0,United Artists,USA,Victor Salva,Horror,35667218.0,Jeepers Creepers II,R,29-08-2003,100.0,5.6,Jonathan Breck,49100.0,Victor Salva,2003
88,9200000.0,New Line Cinema,USA,Marcus Nispel,Horror,80571655.0,The Texas Chainsaw Massacre,R,17-10-2003,98.0,6.2,Jessica Biel,114916.0,Kim Henkel,2003
89,12600000.0,Summit Entertainment,USA,Rob Schmidt,Horror,15417771.0,Wrong Turn,R,30-05-2003,84.0,6.1,Eliza Dushku,93636.0,Alan B. McElroy,2003
90,7000000.0,Spectacle Entertainment Group,USA,Rob Zombie,Horror,12634962.0,House of 1000 Corpses,R,11-04-2003,89.0,6.0,Sid Haig,64612.0,Rob Zombie,2003
91,26000000.0,New Line Cinema,USA,David R. Ellis,Horror,46961214.0,Final Destination 2,R,31-01-2003,90.0,6.2,A.J. Cook,129165.0,J. Mackye Gruber,2003
92,40000000.0,Columbia Pictures Corporation,USA,Mathieu Kassovitz,Horror,59694580.0,Gothika,R,21-11-2003,98.0,5.8,Halle Berry,94370.0,Sebastian Gutierrez,2003
93,18000000.0,Revolution Studios,USA,Rupert Wainwright,Horror,29511112.0,The Fog,PG-13,14-10-2005,100.0,3.6,Tom Welling,30834.0,Cooper Layne,2005
94,14000000.0,Allan Zeman Productions,UK,Courtney Solomon,Horror,16298046.0,An American Haunting,PG-13,05-05-2006,83.0,5.0,Donald Sutherland,22973.0,Brent Monahan,2005
95,167723.0,Manitoba Film and Video Production Tax Credit,USA,Jeremy Haft,Horror,3800000.0,Tamara,R,03-02-2006,98.0,5.2,Jenna Dewan Tatum,8649.0,Jeffrey Reddick,2005
96,15000000.0,Craven-Maddalena Films,USA,Alexandre Aja,Horror,41778863.0,The Hills Have Eyes,R,10-03-2006,107.0,6.4,Ted Levine,139041.0,Wes Craven,2006
97,10000000.0,Twisted Pictures,USA,Darren Lynn Bousman,Horror,80238724.0,Saw III,R,27-10-2006,108.0,6.2,Tobin Bell,152336.0,Leigh Whannell,2006
98,16000000.0,New Line Cinema,USA,Jonathan Liebesman,Horror,39517763.0,The Texas Chainsaw Massacre: The Beginning,R,06-10-2006,91.0,5.9,Jordana Brewster,59869.0,Sheldon Turner,2006
99,25000000.0,New Line Cinema,Germany,James Wong,Horror,54098051.0,Destino final 3,R,10-02-2006,93.0,5.8,Mary Elizabeth Winstead,32558.0,Glen Morgan,2006
100,23643531.0,Warner Bros.,USA,Neil LaBute,Horror,40000000.0,The Wicker Man,PG-13,01-09-2006,102.0,3.7,Nicolas Cage,56253.0,Neil LaBute,2006
101,25000000.0,Twentieth Century Fox Film Corporation,USA,John Moore,Horror,54607383.0,The Omen,R,06-06-2006,110.0,5.5,Liev Schreiber,50944.0,David Seltzer,2006
102,7025803.0,Fox Atomic,USA,John Stockwell,Horror,10000000.0,Turistas,R,01-12-2006,93.0,5.3,Josh Duhamel,32558.0,Michael Arlen Ross,2006
103,9000000.0,Hollywood Pictures,USA,William Brent Bell,Horror,16809076.0,Stay Alive,PG-13,24-03-2006,85.0,5.1,Jon Foster,26907.0,William Brent Bell,2006
104,18000000.0,Dimension Films,USA,Frank Darabont,Horror,25593755.0,The Mist,R,21-11-2007,126.0,7.2,Thomas Jane,239527.0,Frank Darabont,2007
105,15000000.0,Dimension Films,USA,Rob Zombie,Horror,58272029.0,Halloween,R,31-08-2007,109.0,6.1,Scout Taylor-Compton,93548.0,Rob Zombie,2007
106,25000000.0,Dimension Films,USA,Mikael Håfström,Horror,71985628.0,1408,PG-13,22-06-2007,104.0,6.8,John Cusack,226504.0,Matt Greenberg,2007
107,10000000.0,Lionsgate,USA,Eli Roth,Horror,17609452.0,Hostel: Part II,R,08-06-2007,94.0,5.5,Lauren German,74531.0,Eli Roth,2007
108,16809076.0,Universal Pictures,USA,James Wan,Horror,20000000.0,Dead Silence,R,16-03-2007,89.0,6.2,Ryan Kwanten,73126.0,Leigh Whannell,2007
109,32000000.0,Columbia Pictures,USA,David Slade,Horror,39568996.0,30 Days of Night,R,19-10-2007,113.0,6.6,Josh Hartnett,146606.0,Steve Niles,2007
110,10000000.0,Twisted Pictures,USA,Darren Lynn Bousman,Horror,63300095.0,Saw IV,R,26-10-2007,93.0,5.9,Tobin Bell,119307.0,Patrick Melton,2007
111,15000.0,Solana Films,USA,Oren Peli,Horror,107918810.0,Paranormal Activity,R,16-10-2009,86.0,6.3,Katie Featherston,195668.0,Oren Peli,2007
112,38108.0,Karbo Vantas Entertainment,Spain,Nacho Vigalondo,Horror,2600000.0,Rewind,R,06-02-2009,92.0,7.2,Karra Elejalde,46642.0,Nacho Vigalondo,2007
113,10000000.0,Focus Features,USA,Dave Meyers,Horror,16472961.0,The Hitcher,R,19-01-2007,84.0,5.6,Sean Bean,36616.0,Eric Red,2007
114,19000000.0,Screen Gems,USA,Nimród Antal,Horror,19363565.0,Vacancy,R,20-04-2007,85.0,6.2,Kate Beckinsale,84066.0,Mark L. Smith,2007
115,25117498.0,Warner Bros.,USA,Stephen Hopkins,Horror,40000000.0,The Reaping,R,05-04-2007,99.0,5.7,Hilary Swank,38837.0,Carey Hayes,2007
116,50000.0,Rifkin-Eberts,USA,Tony Giglio,Horror,2600000.0,Timber Falls,R,23-05-2008,100.0,5.3,Josh Randall,5236.0,Dan Kay,2007
117,58669.0,Medusa Film,Italy,Dario Argento,Horror,3500000.0,Mother of Tears,R,10-02-2010,102.0,5.1,Asia Argento,7679.0,Jace Anderson,2007
118,10000000.0,Rogue Pictures,USA,Bryan Bertino,Horror,52597610.0,The Strangers,R,30-05-2008,86.0,6.2,Scott Speedman,98780.0,Bryan Bertino,2008
119,5824.0,Rollercoaster Films,UK,James Watkins,Horror,10500000.0,Eden Lake,R,16-10-2009,91.0,6.8,Kelly Reilly,63256.0,James Watkins,2008
120,26876529.0,Alcon Entertainment,Japan,Eric Valette,Horror,27000000.0,One Missed Call,PG-13,04-01-2008,87.0,4.0,Edward Burns,27947.0,Andrew Klavan,2008
121,19000000.0,New Line Cinema,USA,Marcus Nispel,Horror,65002019.0,Friday the 13th,R,13-02-2009,97.0,5.6,Jared Padalecki,80586.0,Damian Shannon,2009
122,181467.0,Six Entertainment,Netherlands,Tom Six,Horror,10500000.0,The Human Centipede (First Sequence),R,28-04-2010,92.0,4.4,Dieter Laser,62034.0,Tom Six,2009
123,15000000.0,Lionsgate,USA,Patrick Lussier,Horror,51545952.0,My Bloody Valentine,R,16-01-2009,101.0,5.5,Jensen Ackles,47784.0,Todd Farmer,2009
124,100659.0,MPI Media Group,USA,Ti West,Horror,900000.0,The House of the Devil,R,04-05-2012,95.0,6.4,Jocelin Donahue,33194.0,Ti West,2009
125,15000000.0,Dimension Films,USA,Rob Zombie,Horror,33392973.0,Halloween II,R,28-08-2009,105.0,4.9,Scout Taylor-Compton,39233.0,Rob Zombie,2009
126,16809076.0,New Line Cinema,USA,David R. Ellis,Horror,40000000.0,The Final Destination,R,28-08-2009,82.0,5.2,Nick Zano,81274.0,Eric Bress,2009
127,11000000.0,Twisted Pictures,Canada,Kevin Greutert,Horror,27669413.0,El juego del miedo VI,R,23-10-2009,90.0,6.0,Tobin Bell,83129.0,Patrick Melton,2009
128,30000000.0,Universal Pictures,USA,Sam Raimi,Horror,42100625.0,Drag Me to Hell,PG-13,29-05-2009,99.0,6.6,Alison Lohman,166655.0,Sam Raimi,2009
129,6000000.0,LD Entertainment,USA,Marcus Dunstan,Horror,7706394.0,The Collector,R,31-07-2009,90.0,6.4,Josh Stewart,47291.0,Patrick Melton,2009
130,13248477.0,Paramount Vantage,USA,Christian Alvart,Horror,26000000.0,Case 39,R,01-10-2010,109.0,6.2,Renée Zellweger,65254.0,Ray Wright,2009
131,11956207.0,House Row Productions,USA,Stewart Hendler,Horror,16000000.0,Sorority Row,R,11-09-2009,101.0,5.1,Briana Evigan,25255.0,Josh Stolberg,2009
132,1500000.0,Alliance Films,USA,James Wan,Horror,54009150.0,Insidious,PG-13,01-04-2011,103.0,6.8,Patrick Wilson,226632.0,Leigh Whannell,2010
133,35000000.0,New Line Cinema,USA,Samuel Bayer,Horror,63075011.0,A Nightmare on Elm Street,R,30-04-2010,95.0,5.2,Jackie Earle Haley,79930.0,Wesley Strick,2010
134,20000000.0,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178.0,Saw 3D: The Final Chapter,R,29-10-2010,90.0,5.6,Tobin Bell,74021.0,Patrick Melton,2010
135,20000000.0,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178.0,Saw 3D: The Final Chapter,R,29-10-2010,90.0,5.6,Tobin Bell,74021.0,Patrick Melton,2010
136,3000000.0,Paramount Pictures,USA,Tod Williams,Horror,84752907.0,Paranormal Activity 2,R,22-10-2010,91.0,5.7,Katie Featherston,87197.0,Michael R. Perry,2010
137,14637490.0,Rogue,USA,Wes Craven,Horror,25000000.0,My Soul to Take,R,08-10-2010,100.0,4.8,Max Thieriot,17312.0,Wes Craven,2010
138,22197.0,Herrick Entertainment,USA,Brad Anderson,Horror,10000000.0,Vanishing on 7th Street,R,05-02-2011,92.0,4.9,Hayden Christensen,22864.0,Anthony Jaswinski,2010
139,38180928.0,Dimension Films,USA,Wes Craven,Horror,40000000.0,Scream 4,R,15-04-2011,111.0,6.2,Neve Campbell,110371.0,Kevin Williamson,2011
140,1000000.0,Snoot Entertainment,USA,Adam Wingard,Horror,18474268.0,You're Next,R,23-08-2013,111.0,6.5,Sharni Vinson,70259.0,Simon Barrett,2011
141,2826523.0,Initial Pictures,UK,Alex Cox,Biography,4000000.0,Sid and Nancy,R,07-11-1986,112.0,7.1,Gary Oldman,25032.0,Alex Cox,1986
142,111000.0,Maljack Productions,USA,John McNaughton,Biography,609939.0,Henry: Portrait of a Serial Killer,R,07-09-1990,83.0,7.0,Michael Rooker,25367.0,Richard Fire,1986
143,277646.0,Capital Equipment Leasing,UK,Trevor Nunn,Biography,8500000.0,Lady Jane,PG-13,07-02-1986,136.0,7.2,Helena Bonham Carter,5364.0,Chris Bryant,1986
144,3151.0,British Film Institute (BFI),UK,Derek Jarman,Biography,22000000.0,Caravaggio,R,29-08-1986,93.0,6.7,Noam Almaz,4072.0,Derek Jarman,1986
145,275000.0,Canadian Broadcasting Corporation (CBC),Canada,Charles Jarrott,Biography,22000000.0,The Boy in Blue,R,17-01-1986,100.0,5.4,Nicolas Cage,907.0,Douglas Bowie,1986
146,14000000.0,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150.0,"Jo Jo Dancer, Your Life Is Calling",R,02-05-1986,97.0,6.3,Richard Pryor,1288.0,Rocco Urbisci,1986
147,583800.0,Caméras Continentales,Denmark,Henning Carlsen,Biography,352885327.0,Oviri,R,05-09-1986,100.0,6.2,Donald Sutherland,275.0,Henning Carlsen,1986
148,23000000.0,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230.0,The Last Emperor,PG-13,15-04-1988,163.0,7.8,John Lone,76408.0,Mark Peploe,1987
149,13000000.0,Touchstone Pictures,USA,Barry Levinson,Biography,123922370.0,"Good Morning, Vietnam",R,15-01-1988,121.0,7.3,Robin Williams,106924.0,Mitch Markowitz,1987
150,6500000.0,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416.0,La Bamba,PG-13,24-07-1987,108.0,6.8,Lou Diamond Phillips,22839.0,Luis Valdez,1987
151,5899797.0,Universal Pictures,UK,Richard Attenborough,Biography,29000000.0,Cry Freedom,PG,06-11-1987,157.0,7.5,Denzel Washington,10692.0,John Briley,1987
152,568782.0,Zenith Entertainment,UK,Stephen Frears,Biography,1654743.0,Prick Up Your Ears,R,08-05-1987,105.0,7.4,Gary Oldman,4799.0,Alan Bennett,1987
153,1083486.0,Brooksfilms,UK,David Hugh Jones,Biography,7101709.0,84 Charing Cross Road,PG,13-02-1987,100.0,7.5,Anne Bancroft,6285.0,Helene Hanff,1987
154,257043.0,In-Cine Compañía Industrial Cinematográfica,USA,Alex Cox,Biography,5800000.0,Walker,R,04-12-1987,94.0,6.6,Ed Harris,2684.0,Rudy Wurlitzer,1987
