,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
666,9093589.0,Twentieth Century Fox Film Corporation,USA,Danny DeVito,Comedy,86888546.0,The War of the Roses,R,08-12-1989,116.0,6.8,Michael Douglas,40673.0,Warren Adler,1989
667,3960327.0,Crescent Film Enterprises,USA,Joan Micklin Silver,Comedy,7000000.0,Loverboy,PG-13,28-04-1989,98.0,5.9,Patrick Dempsey,5949.0,Robin Schiff,1989
668,732857.0,"Deseo, El",Spain,Pedro Almodóvar,Comedy,4087361.0,Tie Me Up! Tie Me Down!,NC-17,12-04-1990,101.0,7.0,Victoria Abril,19654.0,Pedro Almodóvar,1989
669,5552441.0,Lightning Pictures,USA,Marc Rocco,Comedy,87098589.0,Dream a Little Dream,PG-13,03-03-1989,114.0,5.9,Corey Feldman,5231.0,Daniel Jay Franklin,1989
670,5000000.0,Cinecorp SAC,USA,Jay Levey,Comedy,6157157.0,UHF,PG-13,21-07-1989,97.0,7.0,'Weird Al' Yankovic,22399.0,'Weird Al' Yankovic,1989
671,5000000.0,Palace Pictures,UK,Zelda Barron,Comedy,6957975.0,Shag,PG,21-07-1989,98.0,6.3,Phoebe Cates,3203.0,Lanier Laney,1989
672,18254702.0,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Comedy,19000000.0,Crimes and Misdemeanors,PG-13,03-11-1989,104.0,8.0,Martin Landau,46269.0,Woody Allen,1989
673,367879.0,JVC Entertainment Networks,USA,Jim Jarmusch,Comedy,2800000.0,Mystery Train,R,17-11-1989,110.0,7.6,Masatoshi Nagase,20241.0,Jim Jarmusch,1989
674,5000000.0,Alive Films,USA,Wes Craven,Comedy,16554699.0,Shocker,R,27-10-1989,109.0,5.4,Michael Murphy,12181.0,Wes Craven,1989
675,6353913.0,Paramount Pictures,UK,Lewis Gilbert,Comedy,87258092.0,Shirley Valentine,R,30-08-1989,108.0,7.2,Pauline Collins,5718.0,Willy Russell,1989
676,10763469.0,Touchstone Pictures,USA,Woody Allen,Comedy,15000000.0,New York Stories,PG,10-03-1989,124.0,6.4,Woody Allen,14652.0,Richard Price,1989
677,15000000.0,Universal Pictures,USA,Howard Zieff,Comedy,28890240.0,The Dream Team,PG-13,07-04-1989,113.0,6.5,Michael Keaton,10768.0,Jon Connolly,1989
678,98295.0,Orion Pictures,USA,Susan Seidelman,Comedy,15351421.0,She-Devil,PG-13,08-12-1989,99.0,5.5,Meryl Streep,13531.0,Fay Weldon,1989
679,10555348.0,Paramount Pictures,USA,Neil Jordan,Comedy,20000000.0,We're No Angels,PG-13,15-12-1989,106.0,6.0,Robert De Niro,18558.0,David Mamet,1989
680,16000000.0,TriStar Pictures,USA,Emile Ardolino,Comedy,16278590.0,Chances Are,PG,10-03-1989,108.0,6.4,Cybill Shepherd,9105.0,Perry Howze,1989
681,12065892.0,Weintraub Entertainment Group,USA,Stan Dragoti,Comedy,13442916.666666666,She's Out of Control,PG,14-04-1989,90.0,5.3,Tony Danza,3316.0,Seth Winston,1989
682,10885833.333333332,TriStar Pictures,USA,Paul Flaherty,Comedy,10982364.0,Who's Harry Crumb?,PG-13,03-02-1989,94.0,5.8,John Candy,13375.0,Robert Conte,1989
683,8328750.0,Beco Films,USA,Blake Edwards,Comedy,19674852.0,Skin Deep,R,03-03-1989,97.0,6.1,John Ritter,3318.0,Blake Edwards,1989
684,11567217.0,Warner Bros.,USA,Peter Bonerz,Comedy,12000000.0,Police Academy 6: City Under Siege,PG,10-03-1989,84.0,4.2,Bubba Smith,23683.0,Neal Israel,1989
685,13000000.0,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000.0,Cousins,PG-13,10-02-1989,109.0,6.3,Ted Danson,3667.0,Jean-Charles Tacchella,1989
686,1932642.0,KB Erik the Viking,UK,Terry Jones,Comedy,7852623.0,Erik the Viking,PG-13,22-09-1989,107.0,6.2,Tim Robbins,11465.0,Terry Jones,1989
687,870532.0,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,3000000.0,Parents,R,27-01-1989,81.0,6.2,Randy Quaid,4968.0,Christopher Hawthorne,1989
688,117463.0,Aspen Film Society,USA,Christopher Guest,Comedy,5000000.0,The Big Picture,PG-13,15-12-1989,100.0,6.3,Kevin Bacon,4057.0,Michael Varhol,1989
689,9114702.0,Beco Films,USA,Nick Castle,Comedy,89275890.0,Tap,PG-13,10-02-1989,111.0,6.5,Gregory Hines,1195.0,Nick Castle,1989
690,4973285.0,Paramount Pictures,USA,Joe Pytka,Comedy,18000000.0,Let It Ride,PG-13,18-08-1989,90.0,6.9,Richard Dreyfuss,4382.0,Jay Cronley,1989
691,8343289.0,Warner Bros.,USA,Bruce Beresford,Comedy,18699037.0,Her Alibi,PG,03-02-1989,94.0,5.7,Tom Selleck,5902.0,Charlie Peters,1989
692,3077361.0,Entcorp Communications,Canada,Jim Drake,Comedy,8525443.5,Cannonball Fever,PG,21-04-1989,94.0,4.3,Peter Boyle,2615.0,Michael Short,1989
693,6291444.0,Elrina Investment,South Africa,Jamie Uys,Comedy,8707598.0,The Gods Must Be Crazy II,PG,13-04-1990,98.0,6.8,N!xau,13810.0,Jamie Uys,1989
694,43749.0,Larco Productions,USA,Larry Cohen,Comedy,2500000.0,Wicked Stepmother,PG-13,03-02-1989,90.0,4.1,Bette Davis,1370.0,Larry Cohen,1989
695,3473905.0,Lightyear Entertainment,USA,Joyce Chopra,Comedy,9859208.0,The Lemon Sisters,PG-13,31-08-1990,93.0,4.9,Diane Keaton,618.0,Jeremy Pikser,1989
696,169203.0,Paramount Pictures,Canada,Dave Thomas,Comedy,8207522.0,The Experts,PG-13,13-01-1989,94.0,4.7,John Travolta,1990.0,Steven Greene,1989
697,510712.0,London Weekend Television (LWT),UK,Mel Smith,Comedy,87259285.0,The Tall Guy,R,21-09-1990,92.0,6.2,Jeff Goldblum,3878.0,Richard Curtis,1989
698,872222.0,Arenafilm,Australia,Jane Campion,Comedy,938065.0,Sweetie,R,28-09-1989,97.0,6.9,Geneviève Lemon,2603.0,Gerard Lee,1989
699,75000.0,Action Features,USA,Hal Hartley,Comedy,546541.0,The Unbelievable Truth,R,08-11-1990,90.0,7.5,Adrienne Shelly,3877.0,Action Features,1989
700,418053.0,HandMade Films,UK,Bruce Robinson,Comedy,982398.0,How to Get Ahead in Advertising,R,29-03-1990,90.0,7.0,Richard E. Grant,4584.0,Bruce Robinson,1989
701,7754571.0,Morgan Creek Productions,USA,Paul Mazursky,Comedy,8735889.0,Enemies: A Love Story,R,13-12-1989,119.0,6.8,Ron Silver,1705.0,Isaac Bashevis Singer,1989
702,3690400.0,A&M; Films,USA,Will Mackenzie,Comedy,8862620.5,Worth Winning,PG-13,27-10-1989,103.0,6.0,Mark Harmon,1378.0,Dan Lewandowski,1989
703,4348025.0,Not specified,USA,Lee Grant,Comedy,8989352.0,Staying Together,R,10-11-1989,91.0,6.3,Sean Astin,639.0,Monte Merrick,1989
704,2156471.0,North Street Films,USA,Paul Bartel,Comedy,8729353.0,Scenes from the Class Struggle in Beverly Hills,R,1989-07,103.0,6.2,Jacqueline Bisset,872.0,Paul Bartel,1989
705,682016.0,Budapest Stúdió Vállalat,Hungary,Ildikó Enyedi,Comedy,895543.0,My Twentieth Century,R,13-01-1990,100.0,7.1,Dorota Segda,692.0,Ildikó Enyedi,1989
706,3169719.0,Aaron Russo Productions,USA,David Greenwalt,Comedy,83785395.0,Rude Awakening,R,16-08-1989,100.0,4.4,Cheech Marin,1123.0,Neil Levy,1989
707,1642239.0,Twentieth Century Fox Film Corporation,USA,Savage Steve Holland,Comedy,8785343.0,How I Got Into College,PG-13,19-05-1989,86.0,5.8,Anthony Edwards,1807.0,Terrel Seltzer,1989
708,5368865.0,Lorimar Film Entertainment,USA,Joel Zwick,Comedy,87593092.0,Second Sight,PG,03-11-1989,83.0,4.4,John Larroquette,1756.5,Tom Schulman,1989
709,646890.0,Corsair Pictures,USA,Thomas Schlamme,Comedy,48226062.5,Miss Firecracker,PG,19-01-1990,102.0,6.1,Holly Hunter,1706.0,Beth Henley,1989
710,1869417.0,Lorimar Film Entertainment,USA,Susan Seidelman,Comedy,8859033.0,Cookie,R,23-08-1989,94.0,5.2,Peter Falk,929.0,Nora Ephron,1989
711,43671.0,American Playhouse Theatrical Films,USA,Howard Brookner,Comedy,4000000.0,Bloodhounds of Broadway,PG,03-11-1989,93.0,5.7,Josef Sommer,1021.0,Howard Brookner,1989
712,1354268.0,United Artists,USA,Nancy Savoca,Comedy,2417951.5,True Love,R,15-09-1989,104.0,6.0,Annabella Sciorra,599.0,Nancy Savoca,1989
713,495063.0,Cinéa,France,Coline Serreau,Comedy,835903.0,"Mama, There's a Man in Your Bed",R,22-03-1989,100.0,6.9,Daniel Auteuil,1286.0,Coline Serreau,1989
714,289975.0,Avenue Pictures,USA,Robert Dornhelm,Comedy,8593083.0,Cold Feet,R,19-05-1989,94.0,4.7,Keith Carradine,313.0,Thomas McGuane,1989
715,472340.0,Varney Productions,USA,Michael A. Simpson,Comedy,873875.0,Fast Food,PG-13,28-04-1989,92.0,4.3,Clark Brandon,486.0,Scott B. Sowers,1989
716,732870.0,Management Company Entertainment Group (MCEG),UK,Randal Kleiser,Comedy,960385.0,Getting It Right,R,05-05-1989,100.0,6.5,Jesse Birdsall,579.0,Elizabeth Jane Howard,1989
717,294266.0,Braunstein and Hamady Productions,USA,Malcolm Mowbray,Comedy,838905.0,Out Cold,R,03-03-1989,92.0,5.5,John Lithgow,592.0,Leonard Glasser,1989
718,216373.0,Curzon Films,UK,Michael Winner,Comedy,892952.0,A Chorus of Disapproval,PG,03-11-1989,100.0,5.7,Jeremy Irons,607.0,Alan Ayckbourn,1989
719,1776440.0,Ciné Valse,France,Bertrand Blier,Comedy,5878295.0,Too Beautiful for You,R,1990-04,91.0,6.7,Gérard Depardieu,2117.0,Bertrand Blier,1989
720,574080.0,Bayerischer Rundfunk (BR),USA,Percy Adlon,Comedy,782758.0,Rosalie Goes Shopping,PG,1990-05,94.0,6.0,Marianne Sägebrecht,690.0,Percy Adlon,1989
721,491193.0,Stock Films International,Canada,Jacques W. Benoit,Comedy,875872.0,How to Make Love to a Negro Without Getting Tired,R,08-06-1990,100.0,4.6,Isaach De Bankolé,266.0,Dany Laferrière,1989
722,235011.0,Gathsemane 84,USA,Wendell B. Harris Jr.,Comedy,876985.0,Chameleon Street,R,16-05-1991,94.0,7.1,Wendell B. Harris Jr.,386.0,Wendell B. Harris Jr.,1989
723,1236844.0,Channel Four Films,UK,Jon Amiel,Comedy,8468786.0,Queen of Hearts,PG,1989-10,112.0,6.9,Vittorio Duse,406.0,Tony Grisoni,1989
724,129778.0,Edward R. Pressman Film,USA,David Odell,Comedy,4673572.0,Martians Go Home,PG-13,20-04-1990,89.0,2.8,Randy Quaid,605.0,Fredric Brown,1989
725,878358.0,Les Productions Vidéofilms Ltée,Canada,Robert Ménard,Comedy,3400000.0,Cruising Bar,R,14-07-1989,96.0,6.8,Michel Côté,849.0,Michel Côté,1989
726,75868.0,Clear Productions,USA,Carl Reiner,Comedy,885083.0,"Bert Rigby, You're a Fool",R,24-02-1989,94.0,6.1,Robert Lindsay,217.0,Carl Reiner,1989
727,192561.0,Skouras Pictures,USA,Jim Sotos,Comedy,938350.0,Beverly Hills Brats,PG-13,06-10-1989,90.0,3.9,Peter Billingsley,233.0,Terry Moore,1989
728,14000000.0,Touchstone Pictures,USA,Garry Marshall,Comedy,178406268.0,Pretty Woman,R,23-03-1990,119.0,7.0,Richard Gere,233319.0,J.F. Lawton,1990
729,18000000.0,Hughes Entertainment,USA,Chris Columbus,Comedy,285761243.0,Home Alone,PG,16-11-1990,103.0,7.5,Macaulay Culkin,350395.0,John Hughes,1990
730,11000000.0,Universal Pictures,USA,Ron Underwood,Comedy,16667084.0,Tremors,PG-13,19-01-1990,96.0,7.1,Kevin Bacon,98220.0,S.S. Wilson,1990
731,25000000.0,Warner Bros.,USA,John Patrick Shanley,Comedy,39404261.0,Joe Versus the Volcano,PG,09-03-1990,102.0,5.7,Tom Hanks,29752.0,John Patrick Shanley,1990
732,9500000.0,PolyGram Filmed Entertainment,USA,David Lynch,Comedy,14560247.0,Wild at Heart,R,17-08-1990,125.0,7.2,Nicolas Cage,67407.0,Barry Gifford,1990
733,31000000.0,Hollywood Pictures,USA,Frank Marshall,Comedy,53208180.0,Arachnophobia,PG-13,18-07-1990,103.0,6.4,Jeff Daniels,53559.0,Don Jakoby,1990
734,10000000.0,Universal Pictures,USA,Dennis Dugan,Comedy,53470900.0,Problem Child,PG,27-07-1990,81.0,5.3,Michael Oliver,24008.0,Scott Alexander,1990
735,8266343.0,Universal Pictures,USA,John Waters,Comedy,11000000.0,Cry-Baby,PG-13,06-04-1990,85.0,6.5,Johnny Depp,47001.0,John Waters,1990
736,26000000.0,Imagine Entertainment,USA,Ivan Reitman,Comedy,91457688.0,Kindergarten Cop,PG-13,21-12-1990,111.0,6.4,Arnold Schwarzenegger,115309.0,Murray Salem,1990
737,41482207.0,Warner Bros.,USA,Joe Dante,Comedy,50000000.0,Gremlins 2: The New Batch,PG-13,15-06-1990,106.0,6.3,Zach Galligan,75271.0,Chris Columbus,1990
738,31000000.0,Orion Pictures,USA,Richard Benjamin,Comedy,35419397.0,Mermaids,PG-13,14-12-1990,110.0,6.6,Cher,23765.0,Patty Dann,1990
739,3500000.0,Paramount Pictures,USA,John Harrison,Comedy,16324573.0,Tales from the Darkside: The Movie,R,04-05-1990,93.0,6.2,Debbie Harry,12090.0,Michael McDowell,1990
740,87385.0,TriStar Pictures,USA,Amy Heckerling,Comedy,47489074.0,Look Who's Talking Too,PG-13,14-12-1990,81.0,4.5,John Travolta,38981.0,Amy Heckerling,1990
741,2500000.0,"Hudlin Brothers, The",USA,Reginald Hudlin,Comedy,26386000.0,House Party,R,09-03-1990,100.0,6.3,Christopher Reid,9303.0,Reginald Hudlin,1990
742,7927525.0,New Line Cinema,Canada,Allan Moyle,Comedy,11541758.0,Pump Up the Volume,R,22-08-1990,102.0,7.2,Christian Slater,22643.0,Allan Moyle,1990
743,739104.0,Brandenberg,UK,Tom Stoppard,Comedy,6325795.0,Rosencrantz & Guildenstern Are Dead,PG,08-02-1991,117.0,7.6,Gary Oldman,18087.0,Tom Stoppard,1990
744,15691192.0,Warner Bros.,USA,Brian De Palma,Comedy,47000000.0,The Bonfire of the Vanities,R,21-12-1990,125.0,5.5,Tom Hanks,18886.0,Michael Cristofer,1990
745,6939946.0,Ironbark Films,USA,John Cornell,Comedy,25000000.0,Almost an Angel,PG,19-12-1990,95.0,5.4,Paul Hogan,3294.0,Paul Hogan,1990
746,8752253.0,Tristes Tropiques,USA,George Armitage,Comedy,9888167.0,Miami Blues,R,20-04-1990,97.0,6.4,Fred Ward,6524.0,Charles Willeford,1990
747,8207092.0,Touchstone Pictures,USA,Emile Ardolino,Comedy,71609321.0,3 Men and a Little Lady,PG,21-11-1990,104.0,5.3,Tom Selleck,18817.0,Coline Serreau,1990
748,22000000.0,Columbia Pictures Corporation,USA,Mike Nichols,Comedy,37963281.0,Postcards from the Edge,R,14-09-1990,101.0,6.7,Meryl Streep,12832.0,Carrie Fisher,1990
749,15000000.0,Devoted Productions,USA,Howard Franklin,Comedy,15260154.0,Quick Change,R,13-07-1990,89.0,6.8,Bill Murray,16870.0,Jay Cronley,1990
750,19937787.0,Hawn / Sylbert Movie Company,USA,Herbert Ross,Comedy,23591472.0,My Blue Heaven,PG-13,17-08-1990,97.0,6.2,Steve Martin,16370.0,Nora Ephron,1990
751,21460601.0,TriStar Pictures,USA,Andrew Bergman,Comedy,73289787.0,The Freshman,PG,27-07-1990,102.0,6.5,Marlon Brando,16570.0,Andrew Bergman,1990
752,16186793.0,Chestnut Hill Productions,USA,Lawrence Kasdan,Comedy,56782899.0,I Love You to Death,R,06-04-1990,97.0,6.4,Kevin Kline,11639.0,John Kostmayer,1990
753,205068.0,Levins-Henenlotter,USA,Frank Henenlotter,Comedy,2500000.0,Frankenhooker,R,01-06-1990,85.0,6.1,James Lorinz,6877.0,Robert Martin,1990
754,15379253.0,Laurence Mark Productions,USA,James Orr,Comedy,20000000.0,Mr. Destiny,PG-13,12-10-1990,110.0,6.3,Jim Belushi,10006.0,James Orr,1990
755,4134992.0,New Line Cinema,USA,James D. Parriott,Comedy,6700000.0,Heart Condition,R,02-02-1990,100.0,5.6,Bob Hoskins,2613.0,James D. Parriott,1990
756,29888235.0,Touchstone Pictures,France,Peter Weir,Comedy,45729900.0,Green Card,PG-13,01-02-1991,103.0,6.2,Gérard Depardieu,19613.0,Peter Weir,1990
757,6387638.0,Hollywood Pictures,USA,Arthur Hiller,Comedy,20005435.0,Taking Care of Business,R,17-08-1990,108.0,6.4,Jim Belushi,6535.0,Jill Mazursky,1990
758,1516414.0,British Screen Productions,UK,Mike Leigh,Comedy,74987983.0,Life Is Sweet,R,1991-12,103.0,7.5,Alison Steadman,6911.0,Mike Leigh,1990
759,1554742.0,British Broadcasting Corporation (BBC),UK,Anthony Minghella,Comedy,88787587.0,Truly Madly Deeply,PG,24-05-1991,106.0,7.3,Juliet Stevenson,6378.0,Anthony Minghella,1990
760,3989297.0,Incorporated Television Company (ITC),UK,Jim Abrahams,Comedy,46876850.0,"Welcome Home, Roxy Carmichael",PG-13,12-10-1990,95.0,5.9,Winona Ryder,4051.0,Karen Leigh Hopkins,1990
761,1155800.0,Lambart Productions,France,Patrice Leconte,Comedy,68793444.0,The Hairdresser's Husband,R,03-10-1990,82.0,7.4,Jean Rochefort,7465.0,Claude Klotz,1990
762,1382462.0,Carolco Pictures,USA,Bob Logan,Comedy,78746687.0,Repossessed,PG-13,14-09-1990,80.0,4.8,Leslie Nielsen,6879.0,Bob Logan,1990
763,27627310.0,Orion Pictures,USA,Roger Donaldson,Comedy,67577688.0,Cadillac Man,R,18-05-1990,97.0,5.6,Robin Williams,11388.0,Ken Friedman,1990
764,7331647.0,Orion Pictures,USA,Woody Allen,Comedy,12000000.0,Alice,PG-13,10-01-1991,106.0,6.6,Mia Farrow,11331.0,Woody Allen,1990
765,225000.0,Westerly Films,USA,Whit Stillman,Comedy,2938208.0,Metropolitan,PG-13,03-08-1990,98.0,7.5,Carolyn Farina,7776.0,Whit Stillman,1990
766,356122.0,Channel Four Films,UK,Hal Hartley,Comedy,700000.0,Trust,R,20-09-1991,107.0,7.5,Adrienne Shelly,7712.0,Hal Hartley,1990
767,356122.0,Channel Four Films,UK,Hal Hartley,Comedy,700000.0,Trust,R,20-09-1991,107.0,7.5,Adrienne Shelly,7712.0,Hal Hartley,1990
768,356122.0,Channel Four Films,UK,Hal Hartley,Comedy,700000.0,Trust,R,20-09-1991,107.0,7.5,Adrienne Shelly,7712.0,Hal Hartley,1990
769,350000.0,Concorde Pictures,USA,Sally Mattison,Comedy,1242995.0,Slumber Party Massacre III,R,07-09-1990,87.0,4.4,Keely Christian,1781.0,Catherine Cyran,1990
770,485772.0,Cinemarque Entertainment,USA,Michael Lehmann,Comedy,5000000.0,Meet the Applegates,R,01-02-1991,90.0,5.4,Ed Begley Jr.,1819.0,Michael Lehmann,1990
771,30000000.0,Metro-Goldwyn-Mayer (MGM),USA,Barry Sonnenfeld,Comedy,113502000.0,The Addams Family,PG-13,22-11-1991,99.0,6.8,Anjelica Huston,104334.0,Charles Addams,1991
772,17000000.0,Columbia Pictures Corporation,USA,Howard Zieff,Comedy,59847242.0,My Girl,PG-13,27-11-1991,102.0,6.8,Anna Chlumsky,60391.0,Laurice Elehwany,1991
773,13000000.0,Beacon Communications,Ireland,Alan Parker,Comedy,14919570.0,The Commitments,R,13-09-1991,118.0,7.6,Robert Arkins,27784.0,Roddy Doyle,1991
774,6153939.0,Circle Films,USA,Joel Coen,Comedy,9000000.0,Barton Fink,R,21-08-1991,116.0,7.7,John Turturro,96089.0,Joel Coen,1991
775,8479793.0,Applied Action,USA,Dan Aykroyd,Comedy,40000000.0,Nothing But Trouble,PG-13,15-02-1991,94.0,4.9,Chevy Chase,18672.0,Peter Aykroyd,1991
776,8479793.0,Applied Action,USA,Dan Aykroyd,Comedy,40000000.0,Nothing But Trouble,PG-13,15-02-1991,94.0,4.9,Chevy Chase,18672.0,Peter Aykroyd,1991
777,15000000.0,Universal Pictures,USA,Brian Levant,Comedy,25104700.0,Problem Child 2,PG-13,03-07-1991,93.0,4.6,John Ritter,17894.0,Scott Alexander,1991
778,35000000.0,Touchstone Pictures,USA,Frank Oz,Comedy,63710000.0,What About Bob?,PG,17-05-1991,99.0,7.0,Bill Murray,53791.0,Alvin Sargent,1991
779,27000000.0,Castle Rock Entertainment,USA,Ron Underwood,Comedy,124033791.0,City Slickers,PG-13,07-06-1991,113.0,6.7,Billy Crystal,41443.0,Lowell Ganz,1991
780,24000000.0,TriStar Pictures,USA,Terry Gilliam,Comedy,41895491.0,The Fisher King,R,27-09-1991,137.0,7.6,Jeff Bridges,67814.0,Richard LaGravenese,1991
781,6000000.0,Universal Pictures,USA,Wes Craven,Comedy,24204154.0,The People Under the Stairs,R,01-11-1991,102.0,6.3,Brandon Quintin Adams,25742.0,Wes Craven,1991
782,6000000.0,Universal Pictures,USA,Wes Craven,Comedy,24204154.0,The People Under the Stairs,R,01-11-1991,102.0,6.3,Brandon Quintin Adams,25742.0,Wes Craven,1991
783,11000000.0,New Line Cinema,USA,Rachel Talalay,Comedy,34872033.0,Freddy's Dead: The Final Nightmare,R,13-09-1991,89.0,4.9,Robert Englund,33582.0,Wes Craven,1991
784,6788000.0,PolyGram Filmed Entertainment,USA,Ate de Jong,Comedy,43878334.0,Drop Dead Fred,PG-13,24-05-1991,103.0,5.8,Phoebe Cates,23181.0,Elizabeth Livingston,1991
785,2015810.0,Victor Company of Japan (JVC),France,Jim Jarmusch,Comedy,3500000.0,Night on Earth,R,12-12-1991,129.0,7.8,Winona Ryder,44688.0,Jim Jarmusch,1991
786,13500000.0,Paramount Pictures,USA,Stan Dragoti,Comedy,26255594.0,Necessary Roughness,PG-13,27-09-1991,108.0,6.1,Scott Bakula,8750.0,Rick Natkin,1991
787,22773535.0,Paramount Pictures,USA,Garry Marshall,Comedy,29000000.0,Frankie and Johnny,R,11-10-1991,118.0,6.7,Al Pacino,24326.0,Terrence McNally,1991
788,23562716.0,Joseph S. Vecchio Entertainment,USA,John Landis,Comedy,35000000.0,Oscar,PG,26-04-1991,109.0,6.4,Sylvester Stallone,25116.0,Claude Magnier,1991
789,23000000.0,Paramount Pictures,USA,David Zucker,Comedy,86930411.0,The Naked Gun 2½: The Smell of Fear,PG-13,28-06-1991,85.0,4.6,Leslie Nielsen,89142.0,Jim Abrahams,1991
790,1193062.0,Alive Films,USA,David Kellogg,Comedy,6000000.0,Cool as Ice,PG,18-10-1991,91.0,2.8,Vanilla Ice,7942.0,David Stenn,1991
791,1193062.0,Alive Films,USA,David Kellogg,Comedy,6000000.0,Cool as Ice,PG,18-10-1991,91.0,2.8,Vanilla Ice,7942.0,David Stenn,1991
792,23000.0,Detour Filmproduction,USA,Richard Linklater,Comedy,1228108.0,Slacker,R,05-07-1991,97.0,7.1,Richard Linklater,16396.0,Richard Linklater,1991
793,25000000.0,Hughes Entertainment,USA,John Hughes,Comedy,33691313.0,Curly Sue,PG,25-10-1991,101.0,5.7,Jim Belushi,17739.0,John Hughes,1991
794,8000000.0,Palace Pictures,UK,Bill Duke,Comedy,10438504.0,A Rage in Harlem,R,03-05-1991,100.0,5.9,Forest Whitaker,1581.0,Chester Himes,1991
795,10500000.0,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,21830957.0,Only the Lonely,PG-13,24-05-1991,104.0,6.3,John Candy,8491.0,Chris Columbus,1991
796,3752426.0,Gladden Entertainment,USA,Stewart Raffill,Comedy,13000000.0,Mannequin: On the Move,PG,17-05-1991,95.0,4.1,Kristy Swanson,4885.0,Edward Rugoff,1991
797,17860280.0,All Girl Productions,USA,Mark Rydell,Comedy,40000000.0,For the Boys,R,27-11-1991,138.0,6.3,Bette Midler,4430.0,Neal Jimenez,1991
798,17860280.0,All Girl Productions,USA,Mark Rydell,Comedy,40000000.0,For the Boys,R,27-11-1991,138.0,6.3,Bette Midler,4430.0,Neal Jimenez,1991
799,14000000.0,Orion Pictures,USA,Woody Allen,Comedy,18570757.5,Shadows and Fog,PG-13,20-03-1992,85.0,6.8,Woody Allen,14024.0,Woody Allen,1991
800,5000000.0,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235.0,House Party 2,R,23-10-1991,100.0,5.1,Christopher Reid,3925.0,Reginald Hudlin,1991
801,5000000.0,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235.0,House Party 2,R,23-10-1991,100.0,5.1,Christopher Reid,3925.0,Reginald Hudlin,1991
802,5000000.0,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235.0,House Party 2,R,23-10-1991,100.0,5.1,Christopher Reid,3925.0,Reginald Hudlin,1991
803,1989059.0,Not specified,USA,Arthur Hiller,Comedy,14000000.0,Married to It,R,26-03-1993,112.0,5.9,Beau Bridges,757.0,Janet Kovalcik,1991
804,11000000.0,Palo Vista Productions,USA,Jonathan Lynn,Comedy,52929168.0,My Cousin Vinny,R,13-03-1992,120.0,7.5,Joe Pesci,88685.0,Dale Launer,1992
805,31000000.0,Touchstone Pictures,USA,Emile Ardolino,Comedy,139610000.0,Sister Act,PG,29-05-1992,100.0,6.3,Whoopi Goldberg,70833.0,Paul Rudnick,1992
806,40000000.0,Columbia Pictures Corporation,USA,Penny Marshall,Comedy,107533928.0,A League of Their Own,PG,01-07-1992,128.0,7.2,Tom Hanks,77047.0,Kim Wilson,1992
807,55000000.0,Universal Pictures,USA,Robert Zemeckis,Comedy,58422650.0,Death Becomes Her,PG-13,31-07-1992,104.0,6.5,Meryl Streep,85470.0,Martin Donovan,1992
808,20000000.0,Paramount Pictures,USA,Penelope Spheeris,Comedy,121697350.0,Wayne's World,PG-13,14-02-1992,94.0,7.0,Mike Myers,122552.0,Mike Myers,1992
809,10000000.0,Avnet/Kerner Productions,USA,Stephen Herek,Comedy,50752337.0,The Mighty Ducks,PG,02-10-1992,100.0,6.4,Emilio Estevez,48129.0,Steven Brill,1992
810,11000000.0,Dino De Laurentiis Company,USA,Sam Raimi,Comedy,11502976.0,Army of Darkness,R,19-02-1993,81.0,7.6,Bruce Campbell,139216.0,Sam Raimi,1992
811,242623.0,WingNut Films,New Zealand,Peter Jackson,Comedy,3000000.0,Dead Alive,R,12-02-1993,104.0,7.6,Timothy Balme,81752.0,Stephen Sinclair,1992
812,35000000.0,Universal Pictures,USA,Phil Alden Robinson,Comedy,51433000.0,Sneakers,PG-13,11-09-1992,126.0,7.1,Robert Redford,46109.0,Phil Alden Robinson,1992
813,40000000.0,Paramount Pictures,USA,Reginald Hudlin,Comedy,70100000.0,Boomerang,R,01-07-1992,117.0,5.4,Eddie Murphy,21723.0,Eddie Murphy,1992
814,8000000.0,Avenue Pictures,USA,Robert Altman,Comedy,21706100.0,The Player,R,08-05-1992,124.0,7.6,Tim Robbins,45208.0,Michael Tolkin,1992
815,2280148.0,Touchstone Pictures,USA,Peter Bogdanovich,Comedy,12000000.0,Noises Off...,PG-13,20-03-1992,101.0,7.5,Michael Caine,8745.0,Michael Frayn,1992
816,19507345.0,Columbia Pictures Corporation,USA,Stephen Frears,Comedy,42000000.0,Hero,PG-13,02-10-1992,119.0,6.5,Dustin Hoffman,18627.0,Laura Ziskin,1992
817,25000000.0,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,35208854.0,Honeymoon in Vegas,PG-13,28-08-1992,96.0,5.8,James Caan,15079.0,Andrew Bergman,1992
